order_id,order_date,order_time,order_status,sales_channel,customer_id,customer_name,customer_age,gender,customer_segment,customer_type,customer_city,customer_state,customer_country,region,customer_postal_code,payment_method,payment_status,currency,shipping_method,warehouse,delivery_days,estimated_delivery_days,delivery_status,return_status,return_reason,customer_rating,review_sentiment,customer_review,marketing_channel,campaign_name,coupon_code,loyalty_points_earned,loyalty_points_redeemed,quantity,gross_sales,discount_amount,tax_amount,shipping_cost,net_sales,product_cost,profit,profit_margin_percentage,customer_lifetime_value,is_repeat_customer,customer_order_count
ORD-616089,2022-03-19,06:12:28,Completed,Website,CUST-014315,Johnathan Beltran,66,Female,Consumer,Loyal,Lake Robert,England,UK,North,95199,Credit Card,Paid,GBP,Express,WH-008,1.0,1.0,On Time,,,4.4,Positive,Good product. Works as expected.,Email Marketing,Promo_Email,SAVE47,90,35,4,785.67,52.29,146.68,22.33,902.39,457.28,422.78,46.85,12504.01,True,6
ORD-159809,2021-11-11,05:51:23,Completed,Website,CUST-020621,Linda Ross,63,Female,Consumer,Loyal,Port Kevinville,Michigan,USA,Central,25532,Debit Card,Paid,USD,Standard,WH-006,7.0,7.0,On Time,,,3.3,Neutral,Average product. Could be better.,Organic Search,Default_Campaign,SAVE24,17,16,3,316.92,154.49,11.37,5.72,179.52,160.35,13.45,7.49,3619.63,True,6
ORD-134379,2024-10-05,14:13:37,Completed,Mobile App,CUST-024022,Cynthia Hogan,26,Male,VIP,Loyal,Port Dylanfurt,Northern Ireland,UK,West,87306,Debit Card,Paid,GBP,Standard,WH-015,4.0,3.0,Delayed,,,3.1,Neutral,Mixed feelings about this purchase.,Facebook Ads,FB_Retargeting,,201,74,11,2047.76,383.99,332.76,15.07,2011.6,1016.6899999999998,979.84,48.71,11874.1,True,7
ORD-895093,2024-02-20,20:31:16,Completed,Mobile App,CUST-006620,Rhonda Montoya,32,Male,Premium,Loyal,Lake Pamela,Pennsylvania,USA,East,15870,Cash on Delivery,Paid,USD,Standard,WH-018,6.0,6.0,On Time,,,4.1,Positive,Good product. Works as expected.,Referral,,,70,1,4,685.6800000000001,45.13,44.83,15.19,700.57,343.5,341.88,48.8,4147.8,True,7
ORD-165520,2023-11-06,10:23:34,Completed,Mobile App,CUST-000525,Larry Mcclain,69,Male,Premium,Loyal,Williamstown,New South Wales,Australia,East,62201,Credit Card,Paid,AUD,Standard,WH-005,9.0,7.0,Delayed,,,3.5,Positive,Good value for money.,Organic Search,Default_Campaign,SAVE14,36,0,11,457.52,140.65,31.69,20.03,368.59,193.59000000000003,154.97,42.04,5296.18,True,5
ORD-256312,2023-04-23,21:27:52,Completed,Mobile App,CUST-007839,Eric Lewis,38,Female,Consumer,Loyal,Lake Brianchester,Baden-Württemberg,Germany,South,86383,Debit Card,Paid,EUR,Economy,WH-004,8.0,5.0,Delayed,,,3.9,Positive,Decent quality for the price.,Instagram,,,163,144,5,1420.8300000000002,58.19,258.9,11.08,1632.62,757.59,863.95,52.92,5749.02,True,5
ORD-810396,2021-12-31,18:03:19,Completed,Website,CUST-000383,Jeremy Davis,32,Female,Consumer,Loyal,Michaelview,Florida,USA,South,20911,Credit Card,Paid,USD,Standard,WH-016,5.0,5.0,On Time,,,3.3,Neutral,Not what I expected but it's okay.,Direct,,,105,64,5,1106.92,137.75,67.84,18.42,1055.43,573.66,463.35,43.9,6170.45,True,5
ORD-558585,2024-12-01,07:36:34,Completed,Website,CUST-013101,Tyler Parrish,33,Male,Premium,Loyal,South Laurenport,North Carolina,USA,South,91834,Cash on Delivery,Paid,USD,Standard,WH-010,4.0,4.0,On Time,,,4.3,Positive,Good value for money.,Google Ads,,,3,1,4,74.2,39.86,2.4,2.63,39.37,27.08,9.66,24.54,11192.37,True,15
ORD-427048,2023-04-05,22:46:46,Completed,Website,CUST-002068,Tonya Taylor,64,Female,Consumer,Loyal,Stevenfort,Wales,UK,West,89305,Credit Card,Paid,GBP,Express,WH-013,0.0,2.0,Early,,,4.0,Positive,Good product. Works as expected.,Facebook Ads,,,18,3,3,142.95,14.33,25.72,32.36,186.7,60.05,94.29,50.5,7540.91,True,5
ORD-393337,2021-09-17,13:26:25,Completed,Mobile App,CUST-020266,Amy Goodman,30,Male,Consumer,Loyal,Ambermouth,New York,USA,East,46472,Cash on Delivery,Paid,USD,Express,WH-019,3.0,3.0,On Time,,,4.1,Positive,Met my expectations. Would recommend.,Direct,,,28,12,2,259.74,9.92,17.49,14.99,282.3,97.32,169.99,60.22,4499.59,True,4
ORD-457995,2023-06-17,10:38:16,Completed,Website,CUST-016090,John Wilson,47,Non-Binary,Consumer,Loyal,West Jeff,Michigan,USA,Central,99160,Digital Wallet,Paid,USD,Economy,WH-006,11.0,9.0,Delayed,,,3.1,Neutral,Not what I expected but it's okay.,Google Ads,Google_Search_Q1,,382,15,13,3675.84,127.32,248.4,24.93,3821.85,1532.59,2264.33,59.25,8981.800000000001,True,8
ORD-742036,2023-05-24,14:16:44,Pending,Social Media,CUST-014960,Arthur Burke,25,Male,Consumer,Loyal,Lake Jessica,Quebec,Canada,East,5468,Debit Card,Paid,CAD,Economy,WH-001,,,Cancelled,,,,,,Organic Search,,SAVE10,0,0,3,252.06,28.58,29.05,17.0,269.53000000000003,132.83,119.7,44.41,10213.13,True,13
ORD-224309,2022-04-09,08:40:24,Completed,Website,CUST-012028,Ronald Edwards,24,Female,VIP,Loyal,Lake Justinview,Georgia,USA,South,2978,Credit Card,Paid,USD,Standard,WH-014,2.0,3.0,Early,,,4.4,Positive,"Product is okay, nothing special but works.",Direct,,,533,235,6,5188.79,225.63,347.42,19.76,5330.34,3187.69,2122.8900000000003,39.83,7611.49,True,6
ORD-562387,2022-12-09,05:29:06,Completed,Website,CUST-022655,Lisa Johnson,44,Female,Consumer,Loyal,Port Aaronborough,New South Wales,Australia,East,65015,Credit Card,Paid,AUD,Same Day,WH-016,1.0,1.0,On Time,,,3.7,Positive,Satisfied with the purchase.,Facebook Ads,FB_Dynamic,,135,20,9,1614.03,425.62,118.84,50.06,1357.31,582.3,724.9499999999999,53.41,7005.11,True,5
ORD-127073,2023-02-07,02:57:39,Completed,Social Media,CUST-010358,Suzanne Hamilton,49,Female,Premium,Loyal,Woodstad,Ajman,UAE,North,51644,PayPal,Paid,AED,Standard,WH-007,6.0,6.0,On Time,,,3.4,Neutral,Not what I expected but it's okay.,Email Marketing,Abandoned_Cart,,112,20,6,1285.9,258.8,51.35,46.66,1125.11,687.9699999999999,390.48,34.71,10354.93,True,6
ORD-476512,2022-10-19,15:37:22,Completed,Mobile App,CUST-010213,Madeline Lopez,65,Non-Binary,Premium,Loyal,Lake Deannaside,New York,USA,East,55913,Digital Wallet,Paid,USD,Standard,WH-005,3.0,4.0,Early,,,4.1,Positive,Good value for money.,Google Ads,,SAVE18,332,50,6,3295.32,204.98,216.33,14.94,3321.61,1438.16,1868.51,56.25,14539.96,True,9
ORD-525390,2025-02-13,09:04:41,Completed,Website,CUST-012926,Nicholas Williams,55,Male,Consumer,Loyal,Port Scott,Ohio,USA,Central,86898,Cash on Delivery,Paid,USD,Standard,WH-019,6.0,6.0,On Time,,,4.5,Positive,Best purchase I've made this year!,Direct,Default_Campaign,,119,52,6,1145.37,39.96,77.38,9.0,1191.79,488.43,694.36,58.26,14998.54,True,10
ORD-757459,2025-02-23,06:31:36,Completed,Mobile App,CUST-024412,Brian Simmons,73,Male,Premium,Loyal,Port Anthony,Illinois,USA,Central,96251,PayPal,Pending,USD,Standard,WH-001,8.0,5.0,Delayed,,,3.7,Positive,Good product. Works as expected.,Direct,Default_Campaign,,9,5,6,103.46,20.61,5.8,3.29,91.94,44.94,43.71,47.54,18102.64,True,9
ORD-212113,2024-10-04,11:53:48,Completed,Website,CUST-020351,Tammy Davis,70,Female,Consumer,Loyal,Jamesburgh,Ohio,USA,Central,9741,Debit Card,Paid,USD,Standard,WH-014,3.0,4.0,Early,,,3.9,Positive,Satisfied with the purchase.,Organic Search,,,242,8,8,2377.57,143.88,156.35000000000002,31.42,2421.46,1135.47,1254.5700000000002,51.81,12018.95,True,7
ORD-793369,2022-01-29,19:22:46,Completed,Mobile App,CUST-005755,Anthony Anderson,60,Male,Consumer,Loyal,Katrinachester,Ohio,USA,Central,81630,Credit Card,Paid,USD,Standard,WH-006,3.0,3.0,On Time,,,3.8,Positive,Good product. Works as expected.,Organic Search,,,179,83,5,1877.17,235.36,114.93,34.23,1790.9699999999998,997.9,758.8399999999999,42.37,11249.03,True,6
ORD-588489,2024-01-27,05:21:45,Completed,Website,CUST-014027,David Adams,63,Female,Consumer,Loyal,Elizabethmouth,Florida,USA,South,43001,Digital Wallet,Paid,USD,Same Day,WH-001,1.0,1.0,On Time,,,3.8,Positive,Good value for money.,Organic Search,,,59,16,7,522.27,26.37,34.71,62.48,593.09,279.43,251.18,42.35,2575.46,True,5
ORD-546500,2022-06-07,04:39:36,Completed,Marketplace,CUST-010572,Ryan Day,32,Male,Premium,Loyal,Lake Kristenmouth,Michigan,USA,Central,23386,Credit Card,Paid,USD,Economy,WH-005,9.0,9.0,On Time,,,4.3,Positive,Decent quality for the price.,Google Ads,,,136,12,8,1375.2800000000002,121.27,87.77,24.66,1366.44,651.3599999999999,690.4200000000001,50.53,7271.69,True,6
ORD-333600,2022-07-20,03:24:39,Cancelled,Mobile App,CUST-018776,Robert Meyers,57,Male,Consumer,Loyal,Patrickburgh,North Carolina,USA,South,2183,Credit Card,Failed,USD,Express,WH-002,,,Cancelled,,,,,,Direct,Default_Campaign,,0,0,4,1724.76,0.0,120.73,42.13,1887.62,988.34,857.1500000000001,45.41,6464.8,True,8
ORD-673686,2024-09-10,15:22:19,Completed,Mobile App,CUST-018613,Jennifer Mason,57,Female,Consumer,Loyal,North Jonathan,Illinois,USA,Central,14510,Credit Card,Paid,USD,Economy,WH-006,5.0,5.0,On Time,,,3.6,Positive,Decent quality for the price.,Direct,,,29,26,4,301.09,51.22,17.490000000000002,24.39,291.75,117.47,149.89,51.38,8777.09,True,8
ORD-266590,2025-07-24,15:45:20,Returned,Mobile App,CUST-024621,Tammy Shelton,57,Male,Consumer,Loyal,South James,Pennsylvania,USA,East,79737,PayPal,Refunded,USD,Express,WH-018,,,Cancelled,Returned,Changed Mind,,,,Direct,,,0,0,1,170.39,0.0,11.93,15.38,197.7,81.11,101.21,51.19,13751.22,True,10
ORD-605435,2021-09-17,23:49:40,Completed,Mobile App,CUST-015625,Andrea Nelson,62,Female,Premium,Loyal,Matthewhaven,Ohio,USA,Central,24514,Digital Wallet,Paid,USD,Express,WH-009,3.0,3.0,On Time,,,4.1,Positive,Met my expectations. Would recommend.,Facebook Ads,FB_Prospecting,,37,31,4,416.76,72.74,24.08,11.87,379.97,244.08,124.02,32.64,3357.81,True,6
ORD-448722,2022-12-20,11:50:09,Cancelled,Marketplace,CUST-024806,Matthew Curry,46,Male,Consumer,Returning,West Alisonton,North Carolina,USA,South,85794,PayPal,Failed,USD,Express,WH-004,,,Cancelled,,,,,,Direct,,,0,0,4,679.3800000000001,0.0,47.55,36.81,763.74,281.94,444.99,58.26,2732.6200000000003,True,3
ORD-328423,2023-02-23,21:50:52,Completed,Social Media,CUST-023224,Frank Sanders,43,Female,Premium,Loyal,Port Mariah,Michigan,USA,Central,2814,Buy Now Pay Later,Paid,USD,Express,WH-015,2.0,2.0,On Time,,,4.3,Positive,Good value for money.,Email Marketing,,,90,83,4,999.77,182.68,57.2,33.57,907.86,558.87,315.42,34.74,4683.09,True,6
ORD-523080,2025-11-16,00:53:19,Completed,Social Media,CUST-013709,Deborah Sullivan,43,Male,Consumer,Loyal,Julieland,Pennsylvania,USA,East,56321,Credit Card,Paid,USD,Same Day,WH-019,0.0,0.0,On Time,,,3.3,Neutral,Product has some issues but it works.,Organic Search,,,92,17,7,1028.58,192.26,58.53999999999999,27.15,922.01,398.22,496.64,53.86,8930.25,True,7
ORD-692712,2022-11-08,03:56:52,Completed,Marketplace,CUST-013895,Matthew Cannon,34,Male,Consumer,Loyal,Mooreshire,Ohio,USA,Central,66003,Debit Card,Paid,USD,Express,WH-015,2.0,2.0,On Time,,,4.0,Positive,Good product. Works as expected.,Google Ads,Google_Search_Q1,SAVE34,75,33,3,760.29,66.41,48.57,14.83,757.28,451.86,290.59,38.37,17797.38,True,10
ORD-437283,2023-11-23,18:05:39,Completed,Website,CUST-022492,Julie Moreno,67,Non-Binary,Consumer,Loyal,Davidchester,Florida,USA,South,44781,Debit Card,Paid,USD,Economy,WH-015,7.0,7.0,On Time,,,4.6,Positive,Very happy with the quality and price.,Referral,,,428,191,14,6067.500000000001,2101.63,277.61,36.65,4280.13,3207.68,1035.8,24.2,13082.44,True,10
ORD-131993,2023-02-18,13:38:48,Completed,Mobile App,CUST-020764,Kaitlyn Lopez,54,Male,VIP,Loyal,Pamelaland,Ohio,USA,Central,50821,PayPal,Paid,USD,Standard,WH-009,5.0,5.0,On Time,,,3.8,Positive,Met my expectations. Would recommend.,Referral,,SAVE41,115,2,5,1195.93,127.78,74.77000000000001,9.43,1152.35,620.66,522.26,45.32,8571.5,True,9
ORD-162588,2025-06-25,10:20:20,Completed,Mobile App,CUST-003660,Jose Mathis,44,Female,Consumer,Loyal,Lake Danielchester,Illinois,USA,Central,92581,Buy Now Pay Later,Paid,USD,Standard,WH-019,9.0,7.0,Delayed,,,3.5,Positive,Satisfied with the purchase.,Email Marketing,Promo_Email,,62,48,5,607.13,47.95,39.150000000000006,27.33,625.66,235.75,362.58,57.95,10318.18,True,10
ORD-817857,2023-02-18,23:05:31,Completed,Website,CUST-020769,Gavin Blanchard,70,Female,Business,Loyal,East Mikefort,Wales,UK,West,61761,Credit Card,Paid,GBP,Express,WH-015,1.0,1.0,On Time,,,3.5,Positive,Decent quality for the price.,Direct,Default_Campaign,,169,127,8,1437.11,51.21,277.18,30.49,1693.5700000000002,567.58,1095.5,64.69,15872.91,True,8
ORD-618477,2021-08-10,03:41:30,Completed,Website,CUST-022549,Michelle Melendez,21,Female,Consumer,Loyal,Jesusfort,Ohio,USA,Central,51451,Credit Card,Pending,USD,Economy,WH-014,7.0,8.0,Early,,,4.0,Positive,"Product is okay, nothing special but works.",Organic Search,,,102,69,8,1001.78,79.05,64.58999999999999,39.01,1026.33,418.82,568.5,55.39,7555.48,True,6
ORD-684492,2022-11-15,13:35:11,Completed,Website,CUST-023264,Brian Macias,45,Male,VIP,Loyal,Port Eric,Michigan,USA,Central,73309,Debit Card,Paid,USD,Standard,WH-015,6.0,3.0,Delayed,,,3.5,Positive,Satisfied with the purchase.,Google Ads,Google_Search_Q1,,332,216,14,3577.65,506.28,215.0,39.13,3325.4999999999995,2229.6600000000003,1056.71,31.78,23510.26,True,12
ORD-939738,2021-02-22,20:01:48,Completed,Website,CUST-000660,Tara Payne,38,Male,Consumer,Loyal,Deborahport,British Columbia,Canada,West,62617,Digital Wallet,Paid,CAD,Express,WH-019,3.0,3.0,On Time,,,3.3,Neutral,Mixed feelings about this purchase.,Direct,,SAVE29,85,48,3,857.8100000000001,139.0,93.45,40.09,852.3500000000001,486.48,325.78000000000003,38.22,7852.929999999999,True,6
ORD-441288,2024-01-21,15:13:12,Completed,Social Media,CUST-022331,Sandra Green,21,Female,Premium,Loyal,Hillville,Scotland,UK,North,24088,Credit Card,Paid,GBP,Same Day,WH-019,0.0,1.0,Early,,,4.0,Positive,Met my expectations. Would recommend.,Email Marketing,Promo_Email,,15,15,3,118.44,3.47,22.99,17.27,155.23,57.66,80.3,51.73,10791.84,True,9
ORD-249604,2024-08-15,03:19:28,Completed,Mobile App,CUST-019804,Alexander Santiago,74,Male,Consumer,Loyal,Susanmouth,Texas,USA,South,19990,Digital Wallet,Paid,USD,Standard,WH-004,2.0,3.0,Early,,,4.4,Positive,Decent quality for the price.,Facebook Ads,FB_Dynamic,,22,16,1,258.51,49.86,14.61,6.2,229.46,95.46,127.8,55.7,6080.98,True,5
ORD-393148,2021-05-05,17:15:40,Completed,Marketplace,CUST-004645,David Thomas,30,Female,Business,Loyal,Lake Steven,New York,USA,East,98621,Cash on Delivery,Paid,USD,Standard,WH-018,7.0,7.0,On Time,,,4.1,Positive,Satisfied with the purchase.,Direct,,SAVE30,74,1,3,763.1,74.54,48.2,10.21,746.9699999999999,312.73,424.03,56.77,9084.68,True,9
ORD-505109,2024-06-12,15:02:21,Completed,Marketplace,CUST-021717,Vincent Maynard,45,Female,Consumer,Loyal,Eugenechester,Dubai,UAE,South,53499,Credit Card,Paid,AED,Express,WH-015,1.0,3.0,Early,,,3.6,Positive,Decent quality for the price.,Instagram,,SAVE12,151,37,8,1521.36,122.15,69.96,44.68,1513.85,579.4200000000001,889.75,58.77,4558.43,True,4
ORD-699475,2025-01-14,08:08:57,Completed,Website,CUST-015078,Aaron Flores,21,Male,Consumer,Loyal,Richardberg,New York,USA,East,67980,Digital Wallet,Paid,USD,Economy,WH-010,8.0,7.0,Delayed,,,2.5,Neutral,Quality could be improved.,Google Ads,Google_Search_Q1,SAVE31,114,64,5,1206.8,141.01,74.61,3.51,1143.91,477.95,662.45,57.91,3641.58,True,5
ORD-862023,2022-08-16,15:00:53,Completed,Mobile App,CUST-008118,Christopher Williams,39,Female,Consumer,Loyal,Watsonborough,Wales,UK,West,18319,Cash on Delivery,Paid,GBP,Standard,WH-016,7.0,7.0,On Time,,,4.3,Positive,Good product. Works as expected.,Google Ads,,,197,55,3,1999.36,366.05,326.66,10.1,1970.07,1298.61,661.36,33.57,11344.36,True,8
ORD-539057,2022-08-31,18:30:49,Completed,Website,CUST-020600,Michael Ibarra,44,Male,Premium,Loyal,West Ericafort,Michigan,USA,Central,94679,Debit Card,Paid,USD,Same Day,WH-007,1.0,1.0,On Time,,,3.8,Positive,"Product is okay, nothing special but works.",Organic Search,,,371,127,7,4446.099999999999,1000.66,241.18,27.520000000000003,3714.14,2904.04,782.58,21.07,9673.9,True,7
ORD-458331,2023-07-22,15:23:28,Completed,Website,CUST-014354,Nicole Valdez,61,Male,Premium,Loyal,Gregton,Western Australia,Australia,West,31679,Digital Wallet,Paid,AUD,Economy,WH-010,7.0,7.0,On Time,,,3.8,Positive,Met my expectations. Would recommend.,TikTok,,,19,8,2,277.72,101.85,17.59,1.92,195.38,150.94,42.52,21.76,16762.63,True,13
ORD-228788,2025-06-29,15:32:36,Completed,Marketplace,CUST-011579,Pamela Smith,40,Female,Business,Loyal,East Margaret,South Australia,Australia,South,5348,Debit Card,Paid,AUD,Standard,WH-018,6.0,6.0,On Time,,,4.4,Positive,Met my expectations. Would recommend.,Organic Search,,,39,23,3,361.46,13.65,34.78,15.12,397.71,148.01,234.58,58.98,12157.69,True,6
ORD-147482,2022-01-02,09:13:40,Cancelled,Website,CUST-000570,Brian Baker,43,Female,Consumer,Loyal,North Garyfurt,Ohio,USA,Central,62921,PayPal,Failed,USD,Express,WH-015,,,Cancelled,,,,,,Organic Search,Default_Campaign,,0,0,2,1727.42,0.0,120.92,15.42,1863.76,1054.34,794.0,42.6,6464.93,True,8
ORD-396639,2024-02-15,03:15:54,Completed,Mobile App,CUST-001283,James Johnson,45,Female,Consumer,Loyal,New Williamberg,Pennsylvania,USA,East,28852,Digital Wallet,Paid,USD,Economy,WH-016,5.0,5.0,On Time,,,3.7,Positive,Good product. Works as expected.,Facebook Ads,FB_Dynamic,,83,12,3,804.3399999999999,33.56,53.95,9.75,834.48,383.35,441.38,52.89,15071.18,True,10
ORD-156045,2025-05-05,05:47:29,Cancelled,Mobile App,CUST-010330,Tamara Larsen,38,Male,Consumer,Loyal,New Ianton,Victoria,Australia,South,93777,PayPal,Failed,AUD,Express,WH-012,,,Cancelled,,,,,,Facebook Ads,,,0,0,10,4035.84,0.0,403.59,54.59,4494.02,2473.46,1965.97,43.75,14122.93,True,10
ORD-642482,2025-09-09,12:54:40,Completed,Mobile App,CUST-018531,William Roberts,29,Female,Consumer,Loyal,Valerieshire,Baden-Württemberg,Germany,South,83640,Credit Card,Paid,EUR,Standard,WH-006,3.0,3.0,On Time,,,3.4,Neutral,Product has some issues but it works.,Email Marketing,,,186,19,9,1773.42,223.71,294.45,22.88,1867.04,848.8399999999999,995.32,53.31,7985.05,True,7
ORD-268684,2023-08-06,22:08:45,Cancelled,Social Media,CUST-015422,Patricia Blake,69,Female,Consumer,Loyal,Gonzalezland,Pennsylvania,USA,East,31784,PayPal,Failed,USD,Standard,WH-006,,,Cancelled,,,,,,Organic Search,,,0,0,2,78.2,0.0,5.47,5.72,89.39,23.98,59.69,66.77,6982.21,True,7
ORD-561013,2021-12-29,01:49:36,Completed,Mobile App,CUST-021233,Alicia Sanchez,57,Male,Consumer,Loyal,Lake Stephaniechester,North Carolina,USA,South,1206,Credit Card,Paid,USD,Economy,WH-013,5.0,5.0,On Time,,,3.9,Positive,Met my expectations. Would recommend.,Direct,,,104,21,10,1444.06,512.07,65.24000000000001,47.79,1045.02,744.76,252.47,24.16,7458.03,True,7
ORD-392176,2021-06-13,07:47:24,Pending,Marketplace,CUST-023198,Cathy Richardson,51,Male,Premium,Loyal,Burtontown,Abu Dhabi,UAE,South,25405,Cash on Delivery,Pending,AED,Express,WH-015,,,Cancelled,,,,,,Direct,,SAVE38,0,0,8,647.14,94.35,27.64,25.12,605.55,318.29999999999995,262.13,43.29,6551.46,True,4
ORD-726970,2022-05-18,19:19:31,Completed,Mobile App,CUST-009719,Susan Diaz,70,Female,Consumer,Loyal,Port Michaelfort,Scotland,UK,North,30289,PayPal,Paid,GBP,Economy,WH-011,7.0,7.0,On Time,,,3.9,Positive,Good value for money.,Organic Search,,,12,3,1,116.11,12.34,20.75,3.3,127.82,67.97,56.55,44.24,15504.65,True,8
ORD-119274,2024-06-21,15:08:29,Completed,Marketplace,CUST-003620,Susan Reynolds,28,Non-Binary,Consumer,Loyal,Tiffanymouth,North Carolina,USA,South,91645,Cash on Delivery,Paid,USD,Standard,WH-015,5.0,5.0,On Time,,,3.5,Positive,Satisfied with the purchase.,Facebook Ads,,SAVE46,45,19,5,472.07,67.17,28.34,20.15,453.39,171.63,261.61,57.7,8764.369999999999,True,8
ORD-236726,2025-07-06,06:16:37,Cancelled,Marketplace,CUST-003765,Justin Hunt,59,Male,Premium,Loyal,Walkerfort,Texas,USA,South,11483,Credit Card,Failed,USD,Express,WH-002,,,Cancelled,,,,,,Google Ads,Google_Shopping,,0,0,5,422.43,0.0,29.57,14.86,466.86,175.35,276.65000000000003,59.26,7216.92,True,5
ORD-310555,2025-12-17,04:40:14,Completed,Website,CUST-011283,Angelica Hawkins,41,Female,Consumer,Loyal,Nicoleborough,Lower Saxony,Germany,North,64800,Debit Card,Paid,EUR,Express,WH-013,3.0,3.0,On Time,,,4.1,Positive,Good product. Works as expected.,Organic Search,Default_Campaign,,74,0,4,1116.06,511.2,114.93,24.99,744.78,626.87,92.92,12.48,5101.04,True,5
ORD-504803,2024-05-16,01:06:38,Pending,Mobile App,CUST-020473,Kimberly Melendez,35,Male,Premium,Loyal,South Jasonshire,Illinois,USA,Central,1328,Debit Card,Failed,USD,Standard,WH-016,,,Cancelled,,,,,,TikTok,Default_Campaign,,0,0,8,2381.84,384.42,139.83,27.6,2164.8500000000004,1135.9,1001.35,46.25,15359.92,True,10
ORD-691544,2021-10-11,15:00:03,Completed,Marketplace,CUST-005739,Rachel Flores,58,Male,Premium,Loyal,Lake Vicki,Michigan,USA,Central,11169,Buy Now Pay Later,Paid,USD,Standard,WH-003,8.0,7.0,Delayed,,,3.1,Neutral,Not what I expected but it's okay.,Facebook Ads,,,48,37,3,517.28,65.41,31.63,3.86,487.36,180.5,303.0,62.17,3164.4700000000003,True,4
ORD-790023,2025-05-26,17:48:12,Returned,Mobile App,CUST-018798,Ian Oconnor,28,Female,Premium,Loyal,Port Gloria,Ohio,USA,Central,77936,Buy Now Pay Later,Refunded,USD,Standard,WH-003,,,Cancelled,Returned,Other,,,,Facebook Ads,FB_Dynamic,,0,0,6,300.34,0.0,21.02,6.01,327.37,123.46,197.9,60.45,6699.49,True,7
ORD-928574,2024-04-13,07:44:57,Completed,Mobile App,CUST-017911,Lisa Nguyen,42,Female,Consumer,Loyal,New Amandafort,Michigan,USA,Central,17766,Digital Wallet,Paid,USD,Standard,WH-008,7.0,7.0,On Time,,,3.8,Positive,Satisfied with the purchase.,Organic Search,,,105,101,3,999.53,51.27,66.38,35.89,1050.53,560.91,453.73,43.19,3762.98,True,4
ORD-914050,2025-08-02,16:10:49,Cancelled,Mobile App,CUST-010503,Rebekah Beard,62,Male,Consumer,Loyal,West Kimberly,Pennsylvania,USA,East,59890,Cash on Delivery,Failed,USD,Standard,WH-010,,,Cancelled,,,,,,Email Marketing,Promo_Email,,0,0,3,584.53,0.0,40.92,9.51,634.96,256.45,369.0,58.11,11369.49,True,7
ORD-918009,2021-07-12,00:24:13,Pending,Social Media,CUST-008103,Patrick Walsh,30,Male,VIP,Loyal,Larrytown,Ohio,USA,Central,22802,Credit Card,Failed,USD,Standard,WH-008,,,Cancelled,,,,,,Organic Search,,,0,0,6,726.86,80.91,45.21,17.43,708.5899999999999,305.5,385.66,54.43,11610.76,True,12
ORD-520882,2023-05-29,16:39:35,Completed,Mobile App,CUST-000341,Sarah Andrews,55,Female,Business,Loyal,Gregoryhaven,New York,USA,East,14455,Debit Card,Paid,USD,Same Day,WH-004,1.0,1.0,On Time,,,2.5,Neutral,Product has some issues but it works.,Instagram,,,15,3,1,129.8,7.28,8.58,23.78,154.88,65.88,65.22,42.11,9607.64,True,8
ORD-862000,2025-01-17,07:01:41,Completed,Website,CUST-012979,Amy Gonzalez,63,Male,Consumer,Loyal,Cruzside,California,USA,West,18433,Buy Now Pay Later,Paid,USD,Same Day,WH-005,3.0,0.0,Delayed,,,3.2,Neutral,Product has some issues but it works.,Affiliate,Affiliate_Partner,SAVE20,22,5,3,226.11,38.18,13.16,23.57,224.66,82.14,118.95,52.95,9290.23,True,9
ORD-883595,2023-05-21,13:17:21,Completed,Mobile App,CUST-005295,Austin Cobb,66,Male,Consumer,Loyal,Vargasstad,North Carolina,USA,South,59576,Digital Wallet,Paid,USD,Economy,WH-010,5.0,5.0,On Time,,,3.3,Neutral,Mixed feelings about this purchase.,Google Ads,,,87,2,3,863.81,65.38,55.89,24.41,878.73,459.6,394.72,44.92,10569.93,True,7
ORD-459436,2022-09-24,07:51:05,Completed,Mobile App,CUST-002426,John Santana,39,Male,Consumer,Loyal,Wolffort,North Carolina,USA,South,94710,Credit Card,Paid,USD,Express,WH-005,3.0,3.0,On Time,,,3.7,Positive,Met my expectations. Would recommend.,Google Ads,,SAVE40,11,1,3,102.75,21.83,5.66,29.74,116.32,41.38,45.2,38.86,6972.08,True,7
ORD-549720,2024-06-03,03:28:09,Returned,Mobile App,CUST-010844,Rebekah Jennings,67,Female,Business,Loyal,Port Bradberg,England,UK,North,59506,Credit Card,Refunded,GBP,Express,WH-018,,,Cancelled,Returned,Late Delivery,,,,Google Ads,Google_Shopping,SAVE19,0,0,6,1212.31,0.0,242.47,27.64,1482.42,518.0600000000001,936.72,63.19,4690.370000000001,True,4
ORD-443204,2023-03-23,02:47:25,Cancelled,Website,CUST-022726,Diane Moreno,40,Female,Business,Returning,Michaelborough,Texas,USA,South,67282,PayPal,Failed,USD,Same Day,WH-015,,,Cancelled,,,,,,Referral,,,0,0,2,142.84,0.0,10.0,27.01,179.85,54.05,98.79,54.93,4967.81,True,3
ORD-846464,2025-10-22,19:52:44,Completed,Social Media,CUST-014206,Robin Mitchell,34,Female,Consumer,Loyal,Mariafort,Lower Saxony,Germany,North,43601,PayPal,Paid,EUR,Standard,WH-007,5.0,5.0,On Time,,,3.6,Positive,Good product. Works as expected.,Direct,,,196,6,6,1797.26,153.68,312.28,9.83,1965.69,851.36,1104.5,56.19,14834.86,True,10
